year,state,month,Number of Fires
1998,SERGIPE,April,0
1998,SERGIPE,May,0
1998,SERGIPE,June,0
1998,SERGIPE,July,0
1998,SERGIPE,August,0
1998,SERGIPE,September,0
1998,SERGIPE,October,0
1998,SERGIPE,November,12
1998,SERGIPE,December,8
1999,SERGIPE,January,36
1999,SERGIPE,February,25
1999,SERGIPE,March,18
1999,SERGIPE,April,6
1999,SERGIPE,May,0
1999,SERGIPE,June,0
1999,SERGIPE,July,0
1999,SERGIPE,August,0
1999,SERGIPE,September,0
1999,SERGIPE,October,0
1999,SERGIPE,November,3
1999,SERGIPE,December,5
2000,SERGIPE,January,1
2000,SERGIPE,February,6
2000,SERGIPE,March,6
2000,SERGIPE,April,1
2000,SERGIPE,May,0
2000,SERGIPE,June,0
2000,SERGIPE,July,0
2000,SERGIPE,August,0
2000,SERGIPE,September,0
2000,SERGIPE,October,3
2000,SERGIPE,November,0
2000,SERGIPE,December,0
2001,SERGIPE,January,2
2001,SERGIPE,February,2
2001,SERGIPE,March,1
2001,SERGIPE,April,0
2001,SERGIPE,May,3
2001,SERGIPE,June,0
2001,SERGIPE,July,0
2001,SERGIPE,August,0
2001,SERGIPE,September,1
2001,SERGIPE,October,5
2001,SERGIPE,November,5
2001,SERGIPE,December,5
2002,SERGIPE,January,1
2002,SERGIPE,February,6
2002,SERGIPE,March,7
2002,SERGIPE,April,12
2002,SERGIPE,May,0
2002,SERGIPE,June,0
2002,SERGIPE,July,0
2002,SERGIPE,August,2
2002,SERGIPE,September,0
2002,SERGIPE,October,20
2002,SERGIPE,November,57
2002,SERGIPE,December,103
2003,SERGIPE,January,198
2003,SERGIPE,February,50
2003,SERGIPE,March,62
2003,SERGIPE,April,48
2003,SERGIPE,May,2
2003,SERGIPE,June,0
2003,SERGIPE,July,0
2003,SERGIPE,August,0
2003,SERGIPE,September,3
2003,SERGIPE,October,2
2003,SERGIPE,November,2
2003,SERGIPE,December,36
2004,SERGIPE,January,16
2004,SERGIPE,February,10
2004,SERGIPE,March,36
2004,SERGIPE,April,13
2004,SERGIPE,May,5
2004,SERGIPE,June,0
2004,SERGIPE,July,0
2004,SERGIPE,August,0
2004,SERGIPE,September,0
2004,SERGIPE,October,3
2004,SERGIPE,November,41
2004,SERGIPE,December,66
2005,SERGIPE,January,80
2005,SERGIPE,February,19
2005,SERGIPE,March,28
2005,SERGIPE,April,8
2005,SERGIPE,May,0
2005,SERGIPE,June,0
2005,SERGIPE,July,0
2005,SERGIPE,August,0
2005,SERGIPE,September,2
2005,SERGIPE,October,11
2005,SERGIPE,November,23
2005,SERGIPE,December,29
2006,SERGIPE,January,36
2006,SERGIPE,February,36
2006,SERGIPE,March,41
2006,SERGIPE,April,9
2006,SERGIPE,May,0
2006,SERGIPE,June,0
2006,SERGIPE,July,0
2006,SERGIPE,August,0
2006,SERGIPE,September,0
2006,SERGIPE,October,3
2006,SERGIPE,November,5
2006,SERGIPE,December,17
2007,SERGIPE,January,56
2007,SERGIPE,February,22
2007,SERGIPE,March,2
2007,SERGIPE,April,1
2007,SERGIPE,May,0
2007,SERGIPE,June,0
2007,SERGIPE,July,0
2007,SERGIPE,August,0
2007,SERGIPE,September,0
2007,SERGIPE,October,3
2007,SERGIPE,November,7
2007,SERGIPE,December,33
2008,SERGIPE,January,100
2008,SERGIPE,February,67
2008,SERGIPE,March,43
2008,SERGIPE,April,2
2008,SERGIPE,May,0
2008,SERGIPE,June,0
2008,SERGIPE,July,0
2008,SERGIPE,August,0
2008,SERGIPE,September,0
2008,SERGIPE,October,0
2008,SERGIPE,November,17
2008,SERGIPE,December,14
2009,SERGIPE,January,60
2009,SERGIPE,February,64
2009,SERGIPE,March,29
2009,SERGIPE,April,19
2009,SERGIPE,May,0
2009,SERGIPE,June,2
2009,SERGIPE,July,0
2009,SERGIPE,August,0
2009,SERGIPE,September,1
2009,SERGIPE,October,1
2009,SERGIPE,November,9
2009,SERGIPE,December,21
2010,SERGIPE,January,29
2010,SERGIPE,February,33
2010,SERGIPE,March,44
2010,SERGIPE,April,1
2010,SERGIPE,May,0
2010,SERGIPE,June,0
2010,SERGIPE,July,0
2010,SERGIPE,August,0
2010,SERGIPE,September,0
2010,SERGIPE,October,1
2010,SERGIPE,November,16
2010,SERGIPE,December,19
2011,SERGIPE,January,36
2011,SERGIPE,February,31
2011,SERGIPE,March,47
2011,SERGIPE,April,12
2011,SERGIPE,May,0
2011,SERGIPE,June,1
2011,SERGIPE,July,0
2011,SERGIPE,August,1
2011,SERGIPE,September,0
2011,SERGIPE,October,5
2011,SERGIPE,November,4
2011,SERGIPE,December,36
2012,SERGIPE,January,39
2012,SERGIPE,February,34
2012,SERGIPE,March,71
2012,SERGIPE,April,40
2012,SERGIPE,May,17
2012,SERGIPE,June,3
2012,SERGIPE,July,1
2012,SERGIPE,August,0
2012,SERGIPE,September,1
2012,SERGIPE,October,1
2012,SERGIPE,November,6
2012,SERGIPE,December,18
2013,SERGIPE,January,34
2013,SERGIPE,February,47
2013,SERGIPE,March,67
2013,SERGIPE,April,15
2013,SERGIPE,May,1
2013,SERGIPE,June,1
2013,SERGIPE,July,0
2013,SERGIPE,August,0
2013,SERGIPE,September,1
2013,SERGIPE,October,3
2013,SERGIPE,November,7
2013,SERGIPE,December,9
2014,SERGIPE,January,20
2014,SERGIPE,February,18
2014,SERGIPE,March,33
2014,SERGIPE,April,7
2014,SERGIPE,May,1
2014,SERGIPE,June,0
2014,SERGIPE,July,0
2014,SERGIPE,August,0
2014,SERGIPE,September,4
2014,SERGIPE,October,3
2014,SERGIPE,November,9
2014,SERGIPE,December,9
2015,SERGIPE,January,44
2015,SERGIPE,February,40
2015,SERGIPE,March,49
2015,SERGIPE,April,35
2015,SERGIPE,May,11
2015,SERGIPE,June,3
2015,SERGIPE,July,0
2015,SERGIPE,August,0
2015,SERGIPE,September,1
2015,SERGIPE,October,6
2015,SERGIPE,November,47
2015,SERGIPE,December,63
2016,SERGIPE,January,9
2016,SERGIPE,February,22
2016,SERGIPE,March,26
2016,SERGIPE,April,14
2016,SERGIPE,May,9
2016,SERGIPE,June,1
2016,SERGIPE,July,0
2016,SERGIPE,August,6
2016,SERGIPE,September,2
2016,SERGIPE,October,10
2016,SERGIPE,November,17
2016,SERGIPE,December,36
2017,SERGIPE,January,31
2017,SERGIPE,February,18
2017,SERGIPE,March,16
2017,SERGIPE,April,8
2017,SERGIPE,May,1
2017,SERGIPE,June,0
2017,SERGIPE,July,0
2017,SERGIPE,August,0
2017,SERGIPE,September,0
2017,SERGIPE,October,0
2017,SERGIPE,November,1
1998,TOCANTINS,January,0
1998,TOCANTINS,February,0
1998,TOCANTINS,March,0
1998,TOCANTINS,April,0
1998,TOCANTINS,May,0
1998,TOCANTINS,June,252
1998,TOCANTINS,July,640
1998,TOCANTINS,August,3747
1998,TOCANTINS,September,5149
1998,TOCANTINS,October,1738
1998,TOCANTINS,November,1
1998,TOCANTINS,December,9
1999,TOCANTINS,January,36
1999,TOCANTINS,February,1
1999,TOCANTINS,March,1
1999,TOCANTINS,April,9
1999,TOCANTINS,May,24
1999,TOCANTINS,June,113
1999,TOCANTINS,July,373
1999,TOCANTINS,August,1284
1999,TOCANTINS,September,3415
1999,TOCANTINS,October,1378
1999,TOCANTINS,November,29
1999,TOCANTINS,December,16
2000,TOCANTINS,January,15
2000,TOCANTINS,February,6
2000,TOCANTINS,March,4
2000,TOCANTINS,April,0
2000,TOCANTINS,May,69
2000,TOCANTINS,June,278
2000,TOCANTINS,July,500
2000,TOCANTINS,August,1949
2000,TOCANTINS,September,2552
2000,TOCANTINS,October,1053
2000,TOCANTINS,November,96
2000,TOCANTINS,December,20
2001,TOCANTINS,January,19
2001,TOCANTINS,February,6
2001,TOCANTINS,March,0
2001,TOCANTINS,April,19
2001,TOCANTINS,May,48
2001,TOCANTINS,June,305
2001,TOCANTINS,July,830
2001,TOCANTINS,August,2242
2001,TOCANTINS,September,4839
2001,TOCANTINS,October,684
2001,TOCANTINS,November,100
2001,TOCANTINS,December,21
2002,TOCANTINS,January,35
2002,TOCANTINS,February,48
2002,TOCANTINS,March,33
2002,TOCANTINS,April,37
2002,TOCANTINS,May,138
2002,TOCANTINS,June,396
2002,TOCANTINS,July,976
2002,TOCANTINS,August,3027
2002,TOCANTINS,September,5314
2002,TOCANTINS,October,1537
2002,TOCANTINS,November,207
2002,TOCANTINS,December,39
2003,TOCANTINS,January,35
2003,TOCANTINS,February,15
2003,TOCANTINS,March,19
2003,TOCANTINS,April,64
2003,TOCANTINS,May,96
2003,TOCANTINS,June,329
2003,TOCANTINS,July,762
2003,TOCANTINS,August,1339
2003,TOCANTINS,September,4637
2003,TOCANTINS,October,1339
2003,TOCANTINS,November,146
2003,TOCANTINS,December,109
2004,TOCANTINS,January,40
2004,TOCANTINS,February,7
2004,TOCANTINS,March,23
2004,TOCANTINS,April,52
2004,TOCANTINS,May,350
2004,TOCANTINS,June,1079
2004,TOCANTINS,July,1389
2004,TOCANTINS,August,1776
2004,TOCANTINS,September,5308
2004,TOCANTINS,October,1658
2004,TOCANTINS,November,424
2004,TOCANTINS,December,96
2005,TOCANTINS,January,66
2005,TOCANTINS,February,27
2005,TOCANTINS,March,13
2005,TOCANTINS,April,52
2005,TOCANTINS,May,236
2005,TOCANTINS,June,669
2005,TOCANTINS,July,1082
2005,TOCANTINS,August,1840
2005,TOCANTINS,September,5319
2005,TOCANTINS,October,2913
2005,TOCANTINS,November,271
2005,TOCANTINS,December,53
2006,TOCANTINS,January,91
2006,TOCANTINS,February,14
2006,TOCANTINS,March,11
2006,TOCANTINS,April,4
2006,TOCANTINS,May,35
2006,TOCANTINS,June,289
2006,TOCANTINS,July,430
2006,TOCANTINS,August,1277
2006,TOCANTINS,September,2979
2006,TOCANTINS,October,1176
2006,TOCANTINS,November,108
2006,TOCANTINS,December,15
2007,TOCANTINS,January,34
2007,TOCANTINS,February,8
2007,TOCANTINS,March,99
2007,TOCANTINS,April,22
2007,TOCANTINS,May,250
2007,TOCANTINS,June,591
2007,TOCANTINS,July,982
2007,TOCANTINS,August,4747
2007,TOCANTINS,September,6829
2007,TOCANTINS,October,2252
2007,TOCANTINS,November,147
2007,TOCANTINS,December,13
2008,TOCANTINS,January,28
2008,TOCANTINS,February,6
2008,TOCANTINS,March,4
2008,TOCANTINS,April,46
2008,TOCANTINS,May,81
2008,TOCANTINS,June,282
2008,TOCANTINS,July,441
2008,TOCANTINS,August,845
2008,TOCANTINS,September,2390
2008,TOCANTINS,October,2832
2008,TOCANTINS,November,104
2008,TOCANTINS,December,7
2009,TOCANTINS,January,43
2009,TOCANTINS,February,21
2009,TOCANTINS,March,23
2009,TOCANTINS,April,5
2009,TOCANTINS,May,91
2009,TOCANTINS,June,421
2009,TOCANTINS,July,989
2009,TOCANTINS,August,1124
2009,TOCANTINS,September,2017
2009,TOCANTINS,October,718
2009,TOCANTINS,November,251
2009,TOCANTINS,December,46
2010,TOCANTINS,January,79
2010,TOCANTINS,February,32
2010,TOCANTINS,March,120
2010,TOCANTINS,April,419
2010,TOCANTINS,May,580
2010,TOCANTINS,June,767
2010,TOCANTINS,July,2408
2010,TOCANTINS,August,7865
2010,TOCANTINS,September,10172
2010,TOCANTINS,October,2272
2010,TOCANTINS,November,283
2010,TOCANTINS,December,72
2011,TOCANTINS,January,14
2011,TOCANTINS,February,13
2011,TOCANTINS,March,16
2011,TOCANTINS,April,106
2011,TOCANTINS,May,354
2011,TOCANTINS,June,717
2011,TOCANTINS,July,1001
2011,TOCANTINS,August,1668
2011,TOCANTINS,September,4658
2011,TOCANTINS,October,1591
2011,TOCANTINS,November,144
2011,TOCANTINS,December,105
2012,TOCANTINS,January,12
2012,TOCANTINS,February,45
2012,TOCANTINS,March,80
2012,TOCANTINS,April,226
2012,TOCANTINS,May,467
2012,TOCANTINS,June,922
2012,TOCANTINS,July,1693
2012,TOCANTINS,August,4280
2012,TOCANTINS,September,7460
2012,TOCANTINS,October,3680
2012,TOCANTINS,November,179
2012,TOCANTINS,December,128
2013,TOCANTINS,January,50
2013,TOCANTINS,February,37
2013,TOCANTINS,March,60
2013,TOCANTINS,April,130
2013,TOCANTINS,May,373
2013,TOCANTINS,June,873
2013,TOCANTINS,July,1393
2013,TOCANTINS,August,1810
2013,TOCANTINS,September,2445
2013,TOCANTINS,October,2155
2013,TOCANTINS,November,345
2013,TOCANTINS,December,85
2014,TOCANTINS,January,89
2014,TOCANTINS,February,73
2014,TOCANTINS,March,58
2014,TOCANTINS,April,187
2014,TOCANTINS,May,618
2014,TOCANTINS,June,1372
2014,TOCANTINS,July,1404
2014,TOCANTINS,August,2917
2014,TOCANTINS,September,3520
2014,TOCANTINS,October,4
2014,TOCANTINS,November,451
2014,TOCANTINS,December,223
2015,TOCANTINS,January,186
2015,TOCANTINS,February,65
2015,TOCANTINS,March,85
2015,TOCANTINS,April,88
2015,TOCANTINS,May,512
2015,TOCANTINS,June,1150
2015,TOCANTINS,July,1217
2015,TOCANTINS,August,2540
2015,TOCANTINS,September,5510
2015,TOCANTINS,October,4844
2015,TOCANTINS,November,833
2015,TOCANTINS,December,373
2016,TOCANTINS,January,42
2016,TOCANTINS,February,383
2016,TOCANTINS,March,165
2016,TOCANTINS,April,369
2016,TOCANTINS,May,778
2016,TOCANTINS,June,1148
2016,TOCANTINS,July,2737
2016,TOCANTINS,August,3213
2016,TOCANTINS,September,3245
2016,TOCANTINS,October,2032
2016,TOCANTINS,November,623
2016,TOCANTINS,December,119
2017,TOCANTINS,January,61
2017,TOCANTINS,February,25
2017,TOCANTINS,March,98
2017,TOCANTINS,April,164
2017,TOCANTINS,May,576
2017,TOCANTINS,June,1320
2017,TOCANTINS,July,2397
2017,TOCANTINS,August,3536
2017,TOCANTINS,September,10737
2017,TOCANTINS,October,2969
2017,TOCANTINS,November,434
